"Property","English","Spanish","German","Japanese","Korean","Chinese (Simplified)"
"_ParallaxInternalMinDepth","Min Depth","Profundidad mínima","Mindesttiefe","最小深度","최소 깊이","最小深度"
"_ParallaxInternalMaxDepth","Max Depth","Profundidad máxima","Maximale Tiefe","最大深度","최대 깊이","最大深度"
"_ParallaxInternalMinFade","Min Depth Brightness","Brillo mínimo de profundidad","Minimale Tiefenhelligkeit","最小深度の明るさ","최소 깊이 밝기","最小深度亮度"
"_ParallaxInternalMaxFade","Max Depth Brightness","Brillo máximo de profundidad","Maximale Tiefenhelligkeit","最大深度の明るさ","최대 깊이 밝기","最大深度亮度"
"_ParallaxInternalMinColor","Min Depth Color","Color de profundidad mínima","Min. Tiefenfarbe","最小深度カラー","최소 깊이 색상","最小深度颜色"
"_ParallaxInternalMaxColor","Max Depth Color","Color de profundidad máxima","Maximale Tiefenfarbe","最大深度カラー","최대 깊이 색상","最大深度颜色"
"_ParallaxInternalPanDepthSpeed","Per Level Pan Multiplier","Multiplicador de velocidad por nivel","Geschwindigkeitsmultiplikator pro Level","レベルごとの速度乗数","레벨당 속도 배율","每级速度乘数"
"_ParallaxInternalHueShiftEnabled","Hue Shift","<size=13><b>Cambio de tono </b></size>","<size=13><b>Farbtonverschiebung</b></size>","<size=13><b>ぼかしシフト</b></size>","<size=13><b>색조 시프트</b></size>","<size=13><b>色相偏移</b></size>"
"_ParallaxInternalHueShift","Hue Shift","Cambio de tono","Farbtonverschiebung","ぼかしシフト","색조 시프트","色相偏移"
"_ParallaxInternalHueShiftSpeed","Hue Shift Speed","Velocidad del cambio","Farbtonverschiebungsgeschwindigkeit","ぼかしシフト速度","색조 시프트 속도","色相偏移速度"
"_ParallaxInternalHueShiftPerLevel","Hue Shift Per Level","Cambio de tono por nivel","Farbtonverschiebung pro Stufe","レベルごとのぼかしシフト","레벨당 색조 시프트","每级色相偏移"
"m_start_truchet","Truchet","Teselado de Truchet","Truchet","トルシェット","트루셰","Truchet 镶嵌"
"_EnableTruchet","Enable Truchet","Activar Truchet","Truet aktivieren","トルシェット を有効にする","트루셰 활성화","启用 Truchet"
"_TruchetUV","UV","UV","UV","UV","UV","UV"
"_TruchetShape","","Forma","Form","形","모양","形状"
"_TruchetDensity","Density","Densidad","Dichte","密度","밀도","密度"
"_TruchetThiccness","Thiccness","Grosor","Dicke","厚さ","두께","厚度"
"_TruchetColor","Color","Color","Farbe","色","색상","颜色"
"_TruchetPan","","Barrido","Pfad Panen","パス パン","경로 패닝","路径平移"
"_TruchetTex","TruchetTex","Textura","TruchetTexen","トルシェット Tex","트루셰 텍스처","Truchet 纹理"
"_TruchetAlpha","Alpha","Alfa","Alpha","アルファ","알파","Alpha"
"_TruchetEmissionStrength","Emission Strength","Intensidad de la emisión","Emissionsstärke","発光の強さ","발광 강도","发光强度"
"_TruchetTexPan","Panning","Barrido de la textura","Bewegung","パンニング","패닝","平移"
"m_start_videoEffects","Video Effects","Efectos de video","Videoeffekte","ビデオ効果","비디오 효과","视频效果"
"_VideoEffectsEnable","Enable VideoEffects","Activar efectos de video","Aktivieren Sie VideoEffects","ビデオ効果 を有効にする","비디오 효과 활성화","启用视频效果"
"_VideoType","Screen Type","Tipo de pantalla","Bildschirmtyp","スクリーンタイプ","화면 유형","屏幕类型"
"_VideoBacklight","Brightness","Retroiluminación","Helligkeit","明るさ","밝기","亮度"
"_VideoEmissionEnabled","Emission Enabled","Emisión activada","Emission aktiviert","発光を有効にする","발광 활성화","启用发光"
"_VideoPixelTexture","Pixel Texture","Textura de píxeles","Pixel-Textur","ピクセル テクスチャ","픽셀 텍스처","像素纹理"
"_VideoPixelTextureUV","UV","UV","UV","UV","UV","UV"
"_VideoMaskTexture","Mask","Máscara","Maske","マスク","마스크","遮罩"
"_VideoMaskTexturePan","Panning","Barrido","Bewegung","パンニング","패닝","平移"
"_VideoMaskTextureUV","UV","UV","UV","UV","UV","UV"
"_VideoMaskTextureChannel","Channel","Canal","Kanal","チャンネル","채널","通道"
"m_start_VideoSettings","Video Texture Settings","Configuración de la textura del video","Videotextureinstellungen","ビデオ テクスチャの設定","비디오 텍스처 설정","视频纹理设置"
"_VideoResolution","Resolution","Resolución","Auflösung","解像度","해상도","分辨率"
"_VideoPixelateToResolution","Pixelate To Resolution","Pixelar a la resolución","Auf Auflösung verpixeln","解像度へのピクセル化","해상도로 픽셀화","像素化到分辨率"
"_VideoSaturation","Saturation","Saturación","Sättigung","色調","채도","饱和度"
"_VideoContrast","Contrast boost","Mejora del contraste","Kontrastverstärkung","コントラストブースト","대비 강화","对比度增强"
"m_start_CRT","CRT Options","Opciones de tubo de rayos catódicos (CRT)","CRT-Optionen","ブラウン管オプション","CRT 옵션","CRT 选项"
"_VideoCRTRefreshRate","Refresh Rate","Frecuencia de actualización","Aktualisierungsrate","リフレッシュレート","새로고침 빈도","刷新率"
"_VideoCRTPixelEnergizedTime","Pixel Fade Time","Tiempo de desvanecimiento de píxeles","Pixel-Fade-Zeit","ピクセルフェードタイム","픽셀 페이드 시간","像素淡出时间"
"m_start_Gameboy","Gameboy Options","Opciones de Gameboy","Gameboy-Optionen","ゲームボーイオプション","게임보이 옵션","Gameboy 选项"
"_VideoGameboyRamp","Color Ramp","Rampa de color","Farbrampe","カラーランプ","컬러 램프","颜色渐变"
"m_AudioLinkCategory","Audio Link","AudioLink","Audiolink","オーディオリンク","오디오링크","AudioLink"
"m_start_audioLink","Audio Link","AudioLink","Audiolink","オーディオリンク","오디오링크","AudioLink"
"_EnableAudioLink","Enabled","Activado","Ermöglicht","有効","활성화","启用"
"_AudioLinkHelp","This section houses the global controls for audio link. Controls for individual features are in their respective sections. (Emission/Dissolve/etc...)","Esta sección contiene los controles generales para el AudioLink. Los controles para funciones individuales se encuentran en sus respectivas secciones. (Emisión/Disolución/etc...)","Dieser Abschnitt enthält die globalen Steuerelemente für die Audioverbindung. Steuerelemente für einzelne Funktionen befinden sich in den jeweiligen Abschnitten. (Emission Dissolve Etc.)","このセクションにはオーディオリンクのグローバルコントロールが配置されています。個々の機能のコントロールはそれぞれのセクションにあります（エミッションディゾルブなど）。","이 섹션에는 오디오링크에 대한 전역 컨트롤이 포함되어 있습니다. 개별 기능에 대한 컨트롤은 각 섹션에 있습니다. (발광","此部分包含 AudioLink 的全局控件。单个功能的控件位于各自的部分中（发光溶解等）。"
"_AudioLinkAnimToggle","Anim Toggle","Activar/desactivar animación","Animation umschalten","アニメーション切り替え","애니메이션 전환","动画切换"
"m_start_ALDecalSpectrum","AL ♫ Spectrum","Espectro del AudioLink ♫","AL ♫ Spektrumen","オーディオリンク ♫ スペクトラム","오디오링크 ♫ 스펙트럼","AudioLink ♫ 频谱"
"_EnableALDecal","Enable AL Decal","Activar la calcomanía","AL-Aufkleber aktivieren","AL デカールを有効にする","AL 데칼 활성화","启用 AL 贴花"
"_ALDecalType","AL Type","Tipo de AL","AL-Typ","アルタイプ","AL 유형","AL 类型"
"_ALDecalUVMode","UV Mode","Modo UV","UV-Modus","UVモード","UV 모드","UV 模式"
"_ALDecalUV","UV","UV","UV","UV","UV","UV"
"_ALUVPosition","Position","Posición","Position","位置","위치","位置"
"_ALUVScale","Scale","Escala","Skala","規模","크기","缩放"
"_ALUVRotation","Rotation","Rotación","Drehung","回転","회전","旋转"
"_ALUVRotationSpeed","Rotation Speed","Velocidad de rotación","Drehgeschwindigkeit","回転速度","회전 속도","旋转速度"
"_ALDecalLineWidth","Line Width","Ancho de línea","Linienbreite","線幅","선 너비","线宽"
"_ALDecaldCircleDimensions","Cirlce Dimensions","Mediciones circulares","Kreisabmessungen","サークル寸法","원 치수","圆尺寸"
"_ALDecalVolumeStep","Volume Step Num (0 = Off)","Número de paso de volumen (0 = apagado)","Lautstärkeschrittnummer (0 = Aus)","音量ステップ番号 (0 = オフ)","볼륨 단계 번호 (0 = 꺼짐)","音量步进数 (0 = 关)"
"_ALDecalVolumeClipMin","Volume Clip Min","Límite de volumen mínimo","Lautstärke Clip Min","ボリューム クリップ 最小値","볼륨 클립 최소값","音量裁剪最小值"
"_ALDecalVolumeClipMax","Volume Clip Max","Límite de volumen máximo","Lautstärke Clip max","ボリューム クリップ 最大値","볼륨 클립 최대값","音量裁剪最大值"
"_ALDecalBandStep","Band Step Num (0 = Off)","Número de paso de banda (0 = apagado)","Bandschrittnummer (0 = Aus)","帯域ステップ番号 (0 = オフ)","밴드 단계 번호 (0 = 꺼짐)","频段步进数 (0 = 关)"
"_ALDecalBandClipMin","Band Clip Min","Límite de banda mínimo","Bandclip Min","バンド クリップ 最小値","밴드 클립 최소값","频段裁剪最小值"
"_ALDecalBandClipMax","Band Clip Max","Límite de banda máximo","Bandclip max","バンド クリップ 最大値","밴드 클립 최대값","频段裁剪最大值"
"_ALDecalShapeClip","<size=13><b>  Shape Clip</b></size>","<size=13><b>Recorte de forma </b></size>","<size=13><b>Formclip</b></size>","<size=13><b>シェイプ クリップ</b></size>","<size=13><b>모양 클립</b></size>","<size=13><b>形状裁剪</b></size>"
"_ALDecalShapeClipVolumeWidth","Volume Width","Ancho del volumen","Volumenbreite","ボリューム幅","볼륨 너비","音量宽度"
"_ALDecalShapeClipBandWidth","Band Width","Ancho de la banda","Bandbreite","バンド幅","밴드 너비","频段宽度"
"_ALDecalVolume","Volume","Volumen","Volumen","音量","볼륨","音量"
"_ALDecalBaseBoost","Bass Boost","Aumento de los graves","Bass-Boost","バスブースト","베이스 부스트","低音增强"
"_ALDecalTrebleBoost","Treble Boost","Aumento de los agudos","Höhenverstärkung","トレブルブースト","고음 부스트","高音增强"
"_ALDecalColorMask","Color & Mask","Color y máscara","Farbe & Maske","カラー＆マスク","색상 & 마스크","颜色 & 遮罩"
"_ALDecalColorMaskPan","Panning","Barrido","Bewegung","パンニング","패닝","平移"
"_ALDecalColorMaskUV","UV","UV","UV","UV","UV","UV"
"_ALDecalVolumeColorSource","Source","Fuente","Quelle","ソース","소스","源"
"_ALDecalVolumeColorLow","Volume Color Low","Color del volumen bajo","Lautstärke Farbe Niedrig","ボリューム カラー 低","볼륨 색상 낮음","低音量颜色"
"_ALDecalLowEmission","Low Emission","Emisión del volumen bajo","Niedrige Emissionen","発光 低","발광 낮음","低发光"
"_ALDecalVolumeColorMid","Volume Color Mid","Color del volumen medio","Volumen Farbe Mittel","ボリューム カラー 中","볼륨 색상 중간","中音量颜色"
"_ALDecalMidEmission","Mid Emission","Emisión del volumen medio","Mittlere Emission","発光 中","발광 중간","中发光"
"_ALDecalVolumeColorHigh","Volume Color High","Color del volumen alto","Volumen Farbe Hoch","ボリューム カラー 高","볼륨 색상 높음","高音量颜色"
"_ALDecalHighEmission","High Emission","Emisión del volumen alto","Hohe Emission","発光 高","발광 높음","高发光"
"_ALDecalBlendType","Blend Type","Tipo de mezcla","Mischungstyp","ブレンドタイプ","블렌드 유형","混合类型"
"_ALDecalBlendAlpha","Alpha","Alfa","Alpha","アルファ","알파","Alpha"
"_ALDecalControlsAlpha","Override Alpha","Anular alfa","Alpha überschreiben","アルファをオーバーライド","알파 덮어쓰기","覆盖 Alpha"
"m_modifierCategory","Global Modifiers & Data","Modificadores","Modifikatoren","モーディファイアー","수정자","修改器"
"m_start_Stochastic","Stochastic Sampling","Muestreo estocástico","Stochastisches Sampling","確率的サンプリング","확률적 샘플링","随机采样 (Stochastic)"
"_StochasticMode","Sampling Mode","Modo de muestreo","Sampling-Modus","サンプリングモード","샘플링 모드","采样模式"
"g_start_deliot","","Deliot Heitz","Deliot Heitzde","デリオット・ハイツ","델리오트 하이츠","Deliot Heitz"
"_StochasticDeliotHeitzDensity","Detiling Density","Densidad","Detilierungsdichte","ディテール密度","디테일 밀도","细节密度"
"g_end_deliot","","Deliot Heitz","Deliot Heitzde","デリオット・ハイツ","델리오트 하이츠","Deliot Heitz"
"g_start_hextile","","Teselas hexagonales (Hextil)","Hextil","ヘクタイル","헥스타일","六边形平铺 (Hextile)"
"_StochasticHexGridDensity","Hex Grid Density","Densidad de cuadrícula hexadecimal","Hex-Gitterdichte","16 進グリッド密度","16진 그리드 밀도","六边形网格密度"
"_StochasticHexRotationStrength","Rotation Strength","Intensidad de rotación","Rotationsstärke","回転強度","회전 강도","旋转强度"
"_StochasticHexFallOffContrast","Falloff Contrast","Contraste de atenuación","Falloff-Kontrast","減衰コントラスト","감쇠 대비","衰减对比度"
"_StochasticHexFallOffPower","Falloff Power","Potencia de atenuación","Falloff-Leistung","減衰力","감쇠력","衰减强度"
"g_end_hextile","Hex Tile","Teselas hexagonales (Hextil)","Hextil","ヘクタイル","헥스타일","六边形平铺 (Hextile)"
"m_start_uvDistortion","Distortion UV","Distorsión UV","Verzerrung UV","UVの歪み","UV 왜곡","UV 扭曲"
"_EnableDistortion","Enabled","Activado","Ermöglicht","有効","활성화","启用"
"_DistortionUvToDistort","Distorted UV","UV distorsionadas","Verzerrtes UV","歪ませるUV","왜곡할 UV","被扭曲的 UV"
"_DistortionMask","Mask","Máscara","Maske","マスク","마스크","遮罩"
"_DistortionMaskPan","Panning","Barrido","Bewegung","パンニング","패닝","平移"
"_DistortionMaskUV","UV","UV","UV","UV","UV","UV"
"_DistortionMaskChannel","Channel","Canal","Kanal","チャンネル","채널","通道"
"_DistortionFlowTexture","Distortion Texture 1","Textura de distorsión 1","Verzerrungstextur 1","歪みテクスチャ 1","왜곡 텍스처 1","扭曲纹理 1"
"_DistortionFlowTexturePan","Panning","Barrido de textura","Bewegung","パンニング","패닝","平移"
"_DistortionFlowTextureUV","UV","UV de textura","UV","UV","UV","UV"
"_DistortionFlowTexture1","Distortion Texture 2","Textura de distorsión 2","Verzerrungstextur 2","歪みテクスチャ 2","왜곡 텍스처 2","扭曲纹理 2"
"_DistortionFlowTexture1Pan","Panning","Barrido de textura","Bewegung","パンニング","패닝","平移"
"_DistortionFlowTexture1UV","UV","UV de textura","UV","UV","UV","UV"
"_DistortionStrength","Strength1","Intensidad1","Stärke1","強さ1","강도1","强度 1"
"_DistortionStrength1","Strength2","Intensidad2","Stärke2","強さ2","강도2","强度 2"
"m_start_DistortionAudioLink","Audio Link ♫","AudioLink ♫","Audiolink ♫","オーディオリンク♫","오디오링크♫","AudioLink ♫"
"_EnableDistortionAudioLink","Enabled","Activado","Ermöglicht","有効","활성화","启用"
"_DistortionStrengthAudioLinkBand","Strength 1 Band","Banda de la intensidad 1","Band der Stärke 1","強度 1 バンド","강도 1 밴드","强度 1 频段"
"_DistortionStrengthAudioLink","Strength 1 Offset Range","Rango de desplazamiento de la intensidad 1","Stärke 1 Offset-Bereich","強度 1 オフセット範囲","강도 1 오프셋 범위","强度 1 偏移范围"
